pair,metatile,kind,treatment,cells,maps,example_map,x,y
general__rom_082d4b24,0FB,flat,unreviewed,6,1,FR_ROUTE_11,5,14
general__rom_082d4b24,0FE,flat,unreviewed,8,2,FR_ROUTE_11,52,17
general__rom_082d4b24,0FF,flat,unreviewed,7,2,FR_ROUTE_11,17,17
general__rom_082d4b24,102,flat,reviewed_surface,1,1,FR_ROUTE_6,17,27
general__rom_082d4b24,103,flat,reviewed_surface,2,1,FR_ROUTE_6,17,14
general__rom_082d4b24,104,flat,reviewed_surface,3,1,FR_ROUTE_6,6,14
general__rom_082d4b24,105,flat,reviewed_surface,2,1,FR_ROUTE_6,8,14
general__rom_082d4b24,106,flat,unreviewed,8,2,FR_ROUTE_11,45,9
general__rom_082d4b24,107,flat,unreviewed,7,2,FR_ROUTE_11,39,16
general__rom_082d4b24,108,flat,unreviewed,1,1,FR_VERMILION_CITY,41,29
general__rom_082d4b24,109,flat,unreviewed,1,1,FR_VERMILION_CITY,42,29
general__rom_082d4b24,10A,flat,unreviewed,6,1,FR_ROUTE_11,10,13
general__rom_082d4b24,10B,flat,unreviewed,6,1,FR_ROUTE_11,5,13
general__rom_082d4b24,110,flat,native_fallback,35,1,FR_SSANNE_EXTERIOR,3,19
general__rom_082d4b24,110,flat,unreviewed,22,1,FR_VERMILION_CITY,18,34
general__rom_082d4b24,111,flat,native_fallback,33,1,FR_SSANNE_EXTERIOR,11,4
general__rom_082d4b24,111,flat,unreviewed,22,1,FR_VERMILION_CITY,19,34
general__rom_082d4b24,112,flat,native_fallback,2,1,FR_SSANNE_EXTERIOR,34,11
general__rom_082d4b24,113,flat,native_fallback,4,1,FR_SSANNE_EXTERIOR,45,3
general__rom_082d4b24,115,flat,reviewed_surface,64,1,FR_VERMILION_CITY,10,27
general__rom_082d4b24,118,flat,native_fallback,35,1,FR_SSANNE_EXTERIOR,3,20
general__rom_082d4b24,118,flat,unreviewed,22,1,FR_VERMILION_CITY,27,34
general__rom_082d4b24,119,flat,native_fallback,33,1,FR_SSANNE_EXTERIOR,11,5
general__rom_082d4b24,119,flat,reviewed_surface,22,1,FR_VERMILION_CITY,28,34
general__rom_082d4b24,11A,flat,native_fallback,2,1,FR_SSANNE_EXTERIOR,34,6
general__rom_082d4b24,11B,flat,native_fallback,4,1,FR_SSANNE_EXTERIOR,56,29
general__rom_082d4b24,120,flat,native_fallback,1,1,FR_SSANNE_EXTERIOR,60,5
general__rom_082d4b24,120,flat,unreviewed,1,1,FR_VERMILION_CITY,20,23
general__rom_082d4b24,121,flat,native_fallback,1,1,FR_SSANNE_EXTERIOR,56,5
general__rom_082d4b24,121,flat,unreviewed,3,1,FR_VERMILION_CITY,13,10
general__rom_082d4b24,01C,tree,modeled_tree,164,3,FR_ROUTE_11,68,15
general__rom_082d4b24,122,flat,unreviewed,2,1,FR_VERMILION_CITY,31,21
general__rom_082d4b24,123,flat,native_fallback,22,1,FR_SSANNE_EXTERIOR,57,30
general__rom_082d4b24,123,flat,unreviewed,67,3,FR_ROUTE_11,10,11
general__rom_082d4b24,124,flat,unreviewed,3,3,FR_ROUTE_11,12,11
general__rom_082d4b24,128,flat,native_fallback,1,1,FR_SSANNE_EXTERIOR,45,2
general__rom_082d4b24,128,flat,unreviewed,3,1,FR_VERMILION_CITY,7,4
general__rom_082d4b24,12A,flat,native_fallback,34,1,FR_SSANNE_EXTERIOR,34,7
general__rom_082d4b24,12A,flat,reviewed_surface,16,1,FR_VERMILION_CITY,20,27
general__rom_082d4b24,12B,flat,native_fallback,629,1,FR_SSANNE_EXTERIOR,11,6
general__rom_082d4b24,12B,flat,reviewed_surface,376,2,FR_ROUTE_11,10,12
general__rom_082d4b24,01D,tree,modeled_tree,173,3,FR_ROUTE_11,69,15
general__rom_082d4b24,002,sign,modeled_sign,5,3,FR_ROUTE_11,3,7
general__rom_082d4b24,12C,flat,native_fallback,32,1,FR_SSANNE_EXTERIOR,30,0
general__rom_082d4b24,12C,flat,reviewed_surface,39,3,FR_ROUTE_11,12,13
general__rom_082d4b24,130,flat,native_fallback,2,1,FR_SSANNE_EXTERIOR,56,30
general__rom_082d4b24,130,flat,reviewed_surface,6,1,FR_VERMILION_CITY,7,29
general__rom_082d4b24,131,flat,native_fallback,1,1,FR_SSANNE_EXTERIOR,60,30
general__rom_082d4b24,131,flat,reviewed_surface,3,1,FR_VERMILION_CITY,20,29
general__rom_082d4b24,01E,tree,modeled_tree,52,3,FR_ROUTE_11,60,14
general__rom_082d4b24,138,flat,unreviewed,1,1,FR_ROUTE_11,58,9
general__rom_082d4b24,139,roof,modeled_building,1,1,FR_VERMILION_CITY,11,21
general__rom_082d4b24,13A,roof,modeled_building,5,1,FR_VERMILION_CITY,16,21
general__rom_082d4b24,13B,roof,modeled_building,1,1,FR_VERMILION_CITY,17,21
general__rom_082d4b24,13C,flat,unreviewed,1,1,FR_ROUTE_11,65,9
general__rom_082d4b24,13D,flat,unreviewed,1,1,FR_VERMILION_CITY,31,17
general__rom_082d4b24,13E,flat,unreviewed,8,1,FR_VERMILION_CITY,37,17
general__rom_082d4b24,13F,flat,unreviewed,1,1,FR_VERMILION_CITY,40,17
general__rom_082d4b24,01F,tree,modeled_tree,43,2,FR_ROUTE_11,61,14
general__rom_082d4b24,140,flat,unreviewed,1,1,FR_ROUTE_11,58,10
general__rom_082d4b24,141,roof,modeled_building,1,1,FR_VERMILION_CITY,11,22
general__rom_082d4b24,142,roof,modeled_building,5,1,FR_VERMILION_CITY,12,22
general__rom_082d4b24,143,roof,modeled_building,1,1,FR_VERMILION_CITY,17,22
general__rom_082d4b24,144,flat,unreviewed,1,1,FR_ROUTE_11,65,10
general__rom_082d4b24,148,flat,unreviewed,1,1,FR_ROUTE_11,58,11
general__rom_082d4b24,149,roof,modeled_building,1,1,FR_VERMILION_CITY,11,23
general__rom_082d4b24,14A,roof,modeled_building,5,1,FR_VERMILION_CITY,12,23
general__rom_082d4b24,14B,roof,modeled_building,1,1,FR_VERMILION_CITY,17,23
general__rom_082d4b24,14C,flat,unreviewed,1,1,FR_ROUTE_11,65,11
general__rom_082d4b24,150,wall,modeled_building,1,1,FR_VERMILION_CITY,11,24
general__rom_082d4b24,151,wall,modeled_building,1,1,FR_VERMILION_CITY,12,24
general__rom_082d4b24,152,wall,modeled_building,1,1,FR_VERMILION_CITY,13,24
general__rom_082d4b24,153,wall,modeled_building,1,1,FR_VERMILION_CITY,14,24
general__rom_082d4b24,154,wall,modeled_building,1,1,FR_VERMILION_CITY,15,24
general__rom_082d4b24,155,wall,modeled_building,1,1,FR_VERMILION_CITY,16,24
general__rom_082d4b24,156,wall,modeled_building,1,1,FR_VERMILION_CITY,17,24
general__rom_082d4b24,158,wall,modeled_building,1,1,FR_VERMILION_CITY,11,25
general__rom_082d4b24,159,wall,modeled_building,1,1,FR_VERMILION_CITY,12,25
general__rom_082d4b24,15A,wall,modeled_building,1,1,FR_VERMILION_CITY,13,25
general__rom_082d4b24,15B,wall,modeled_building,1,1,FR_VERMILION_CITY,14,25
general__rom_082d4b24,15C,wall,modeled_building,1,1,FR_VERMILION_CITY,15,25
general__rom_082d4b24,15D,wall,modeled_building,1,1,FR_VERMILION_CITY,16,25
general__rom_082d4b24,15E,wall,modeled_building,1,1,FR_VERMILION_CITY,17,25
general__rom_082d4b24,160,flat,modeled_prop,1,1,FR_VERMILION_CITY,10,23
general__rom_082d4b24,168,flat,modeled_prop,1,1,FR_VERMILION_CITY,10,24
general__rom_082d4b24,024,tree,modeled_tree,48,3,FR_ROUTE_11,32,1
general__rom_082d4b24,025,tree,modeled_tree,49,3,FR_ROUTE_11,41,1
general__rom_082d4b24,183,flat,unreviewed,2,2,FR_ROUTE_11,59,9
general__rom_082d4b24,184,flat,unreviewed,8,2,FR_ROUTE_11,60,9
general__rom_082d4b24,185,flat,unreviewed,2,2,FR_ROUTE_11,64,9
general__rom_082d4b24,026,tree,modeled_tree,3,2,FR_ROUTE_11,10,7
general__rom_082d4b24,186,wall,modeled_building,1,1,FR_VERMILION_CITY,16,6
general__rom_082d4b24,187,roof,modeled_building,1,1,FR_VERMILION_CITY,17,3
general__rom_082d4b24,188,roof,unmatched_building,1,1,FR_ROUTE_6,11,4
general__rom_082d4b24,189,wall,unmatched_building,2,1,FR_ROUTE_6,12,4
general__rom_082d4b24,18A,wall,unmatched_building,1,1,FR_ROUTE_6,14,4
general__rom_082d4b24,18D,flat,unreviewed,1,1,FR_ROUTE_11,58,8
general__rom_082d4b24,18F,flat,modeled_building,1,1,FR_VERMILION_CITY,17,4
general__rom_082d4b24,027,tree,modeled_tree,3,2,FR_ROUTE_11,11,7
general__rom_082d4b24,003,sign,modeled_sign,1,1,FR_VERMILION_CITY,45,17
general__rom_082d4b24,190,flat,unreviewed,1,1,FR_ROUTE_6,11,5
general__rom_082d4b24,191,flat,unreviewed,2,1,FR_ROUTE_6,12,5
general__rom_082d4b24,192,flat,unreviewed,1,1,FR_ROUTE_6,14,5
general__rom_082d4b24,197,wall,modeled_building,1,1,FR_VERMILION_CITY,17,5
general__rom_082d4b24,198,wall,unmatched_building,1,1,FR_ROUTE_6,11,6
general__rom_082d4b24,199,wall,unmatched_building,2,1,FR_ROUTE_6,12,6
general__rom_082d4b24,028,roof,modeled_building,1,1,FR_VERMILION_CITY,27,14
general__rom_082d4b24,19A,flat,unreviewed,1,1,FR_ROUTE_6,14,6
general__rom_082d4b24,19F,wall,modeled_building,1,1,FR_VERMILION_CITY,17,6
general__rom_082d4b24,029,roof,modeled_building,1,1,FR_VERMILION_CITY,28,14
general__rom_082d4b24,1A5,flat,unreviewed,1,1,FR_ROUTE_6,2,23
general__rom_082d4b24,1A6,flat,unreviewed,11,1,FR_ROUTE_6,4,23
general__rom_082d4b24,1A7,flat,unreviewed,1,1,FR_ROUTE_6,14,23
general__rom_082d4b24,1AD,flat,unreviewed,2,1,FR_ROUTE_6,2,25
general__rom_082d4b24,02A,roof,modeled_building,1,1,FR_VERMILION_CITY,29,14
general__rom_082d4b24,1AE,flat,unreviewed,22,1,FR_ROUTE_6,3,25
general__rom_082d4b24,1AF,flat,unreviewed,2,1,FR_ROUTE_6,14,24
general__rom_082d4b24,1B5,flat,unreviewed,8,2,FR_ROUTE_11,60,10
general__rom_082d4b24,1B6,flat,unreviewed,2,2,FR_ROUTE_11,59,10
general__rom_082d4b24,1B7,flat,unreviewed,2,2,FR_ROUTE_11,64,10
general__rom_082d4b24,02B,roof,modeled_building,1,1,FR_VERMILION_CITY,30,14
general__rom_082d4b24,1B8,flat,unreviewed,1,1,FR_VERMILION_CITY,35,20
general__rom_082d4b24,1B9,flat,unreviewed,1,1,FR_VERMILION_CITY,36,20
general__rom_082d4b24,1BA,flat,unreviewed,1,1,FR_VERMILION_CITY,37,20
general__rom_082d4b24,1BD,flat,unreviewed,1,1,FR_VERMILION_CITY,22,28
general__rom_082d4b24,1BE,flat,unreviewed,12,1,FR_VERMILION_CITY,24,28
general__rom_082d4b24,1C0,flat,unreviewed,1,1,FR_VERMILION_CITY,35,24
general__rom_082d4b24,1C1,flat,native_fallback,107,1,FR_SSANNE_EXTERIOR,32,0
general__rom_082d4b24,1C1,flat,unreviewed,4,1,FR_VERMILION_CITY,23,39
general__rom_082d4b24,1C2,flat,unreviewed,1,1,FR_VERMILION_CITY,37,24
general__rom_082d4b24,1C5,flat,unreviewed,7,1,FR_VERMILION_CITY,22,32
general__rom_082d4b24,1C6,flat,unreviewed,35,1,FR_VERMILION_CITY,25,29
general__rom_082d4b24,1C7,flat,unreviewed,8,1,FR_VERMILION_CITY,24,32
general__rom_082d4b24,1CB,flat,native_fallback,22,1,FR_SSANNE_EXTERIOR,14,4
general__rom_082d4b24,1CB,flat,unreviewed,14,1,FR_VERMILION_CITY,16,34
general__rom_082d4b24,1CC,flat,native_fallback,22,1,FR_SSANNE_EXTERIOR,3,17
general__rom_082d4b24,1CC,flat,unreviewed,14,1,FR_VERMILION_CITY,17,34
general__rom_082d4b24,1CE,flat,unreviewed,12,1,FR_VERMILION_CITY,29,31
general__rom_082d4b24,1CF,flat,unreviewed,1,1,FR_VERMILION_CITY,37,31
general__rom_082d4b24,1D0,flat,native_fallback,11,1,FR_SSANNE_EXTERIOR,61,23
general__rom_082d4b24,1D0,flat,reviewed_surface,8,1,FR_VERMILION_CITY,27,37
general__rom_082d4b24,1D2,flat,native_fallback,16,1,FR_SSANNE_EXTERIOR,52,29
general__rom_082d4b24,1D2,flat,reviewed_surface,11,2,FR_ROUTE_6,7,39
general__rom_082d4b24,1D3,flat,native_fallback,22,1,FR_SSANNE_EXTERIOR,14,5
general__rom_082d4b24,1D3,flat,unreviewed,14,1,FR_VERMILION_CITY,5,34
general__rom_082d4b24,1D4,flat,native_fallback,22,1,FR_SSANNE_EXTERIOR,3,18
general__rom_082d4b24,1D4,flat,reviewed_surface,14,1,FR_VERMILION_CITY,6,34
general__rom_082d4b24,1D5,flat,unreviewed,2,1,FR_VERMILION_CITY,20,21
general__rom_082d4b24,1D6,flat,unreviewed,22,1,FR_VERMILION_CITY,14,27
general__rom_082d4b24,1D7,flat,unreviewed,7,1,FR_VERMILION_CITY,14,8
general__rom_082d4b24,1D9,flat,native_fallback,1010,1,FR_SSANNE_EXTERIOR,10,27
general__rom_082d4b24,1D9,flat,reviewed_surface,205,2,FR_ROUTE_6,6,39
general__rom_082d4b24,1DD,flat,unreviewed,4,1,FR_VERMILION_CITY,19,23
general__rom_082d4b24,1DF,flat,unreviewed,13,1,FR_VERMILION_CITY,22,13
general__rom_082d4b24,1E0,flat,native_fallback,3,1,FR_SSANNE_EXTERIOR,22,2
general__rom_082d4b24,1E2,flat,native_fallback,8,1,FR_SSANNE_EXTERIOR,18,2
general__rom_082d4b24,1E2,flat,unreviewed,4,1,FR_VERMILION_CITY,4,2
general__rom_082d4b24,1E5,flat,unreviewed,1,1,FR_VERMILION_CITY,16,18
general__rom_082d4b24,1E6,flat,unreviewed,2,1,FR_VERMILION_CITY,10,19
general__rom_082d4b24,1E7,flat,unreviewed,4,1,FR_VERMILION_CITY,22,17
general__rom_082d4b24,1E8,flat,unreviewed,2,1,FR_VERMILION_CITY,19,27
general__rom_082d4b24,1E9,flat,unreviewed,8,1,FR_VERMILION_CITY,13,27
general__rom_082d4b24,030,roof,modeled_building,1,1,FR_VERMILION_CITY,27,15
general__rom_082d4b24,1EA,flat,unreviewed,1,1,FR_VERMILION_CITY,16,17
general__rom_082d4b24,1EB,flat,unreviewed,2,1,FR_VERMILION_CITY,9,19
general__rom_082d4b24,031,roof,modeled_building,1,1,FR_VERMILION_CITY,28,15
general__rom_082d4b24,032,roof,modeled_building,1,1,FR_VERMILION_CITY,29,15
general__rom_082d4b24,033,roof,modeled_building,1,1,FR_VERMILION_CITY,30,15
general__rom_082d4b24,212,flat,native_fallback,8,1,FR_SSANNE_EXTERIOR,4,2
general__rom_082d4b24,213,flat,native_fallback,8,1,FR_SSANNE_EXTERIOR,64,29
general__rom_082d4b24,21A,flat,native_fallback,8,1,FR_SSANNE_EXTERIOR,4,3
general__rom_082d4b24,21B,flat,native_fallback,8,1,FR_SSANNE_EXTERIOR,11,1
general__rom_082d4b24,227,flat,unreviewed,1,1,FR_ROUTE_11,65,8
general__rom_082d4b24,038,roof,modeled_building,1,1,FR_VERMILION_CITY,27,16
general__rom_082d4b24,039,roof,modeled_building,1,1,FR_VERMILION_CITY,28,16
general__rom_082d4b24,03A,roof,modeled_building,1,1,FR_VERMILION_CITY,29,16
general__rom_082d4b24,03B,roof,modeled_building,1,1,FR_VERMILION_CITY,30,16
general__rom_082d4b24,005,shrub,modeled_shrub,4,1,FR_VERMILION_CITY,41,17
general__rom_082d4b24,03D,flat,unreviewed,1,1,FR_ROUTE_6,19,13
general__rom_082d4b24,282,flat,modeled_building,1,1,FR_VERMILION_CITY,13,2
general__rom_082d4b24,283,flat,modeled_building,1,1,FR_VERMILION_CITY,14,2
general__rom_082d4b24,284,flat,modeled_building,1,1,FR_VERMILION_CITY,15,2
general__rom_082d4b24,285,flat,modeled_building,1,1,FR_VERMILION_CITY,16,2
general__rom_082d4b24,286,flat,modeled_building,1,1,FR_VERMILION_CITY,17,2
general__rom_082d4b24,287,flat,unreviewed,5,1,FR_VERMILION_CITY,10,15
general__rom_082d4b24,288,flat,unreviewed,1,1,FR_VERMILION_CITY,8,24
general__rom_082d4b24,289,flat,unreviewed,1,1,FR_VERMILION_CITY,9,24
general__rom_082d4b24,040,wall,modeled_building,1,1,FR_VERMILION_CITY,27,17
general__rom_082d4b24,28D,flat,unreviewed,2,1,FR_VERMILION_CITY,26,32
general__rom_082d4b24,28E,flat,unreviewed,1,1,FR_VERMILION_CITY,26,33
general__rom_082d4b24,28F,flat,unreviewed,2,1,FR_VERMILION_CITY,20,32
general__rom_082d4b24,291,flat,unreviewed,1,1,FR_VERMILION_CITY,41,24
general__rom_082d4b24,292,flat,unreviewed,5,1,FR_VERMILION_CITY,42,24
general__rom_082d4b24,293,flat,unreviewed,1,1,FR_VERMILION_CITY,47,24
general__rom_082d4b24,041,wall,modeled_building,1,1,FR_VERMILION_CITY,28,17
general__rom_082d4b24,294,flat,unreviewed,1,1,FR_ROUTE_11,8,3
general__rom_082d4b24,295,flat,unreviewed,2,1,FR_ROUTE_11,7,3
general__rom_082d4b24,296,flat,unreviewed,1,1,FR_ROUTE_11,5,3
general__rom_082d4b24,297,flat,unreviewed,1,1,FR_VERMILION_CITY,20,33
general__rom_082d4b24,299,flat,unreviewed,2,1,FR_ROUTE_11,45,19
general__rom_082d4b24,29A,flat,unreviewed,15,1,FR_ROUTE_11,53,19
general__rom_082d4b24,29B,flat,unreviewed,16,1,FR_ROUTE_11,52,19
general__rom_082d4b24,29C,flat,unreviewed,1,1,FR_ROUTE_11,39,19
general__rom_082d4b24,29D,flat,unreviewed,1,1,FR_ROUTE_11,54,19
general__rom_082d4b24,29E,flat,modeled_building,2,1,FR_VERMILION_CITY,9,6
general__rom_082d4b24,29E,flat,unreviewed,2,1,FR_VERMILION_CITY,19,17
general__rom_082d4b24,29F,flat,unreviewed,1,1,FR_VERMILION_CITY,20,34
general__rom_082d4b24,2A0,flat,modeled_building,1,1,FR_VERMILION_CITY,18,3
general__rom_082d4b24,2A0,flat,unreviewed,1,1,FR_VERMILION_CITY,18,14
general__rom_082d4b24,2A1,flat,modeled_building,3,1,FR_VERMILION_CITY,10,3
general__rom_082d4b24,2A2,flat,modeled_building,1,1,FR_VERMILION_CITY,12,3
general__rom_082d4b24,2A3,flat,modeled_building,2,1,FR_VERMILION_CITY,11,5
general__rom_082d4b24,2A3,flat,unreviewed,3,1,FR_VERMILION_CITY,20,16
general__rom_082d4b24,2A4,flat,modeled_building,2,1,FR_VERMILION_CITY,21,5
general__rom_082d4b24,2A4,flat,unreviewed,3,1,FR_VERMILION_CITY,21,16
general__rom_082d4b24,2A5,flat,unreviewed,1,1,FR_VERMILION_CITY,25,5
general__rom_082d4b24,2A6,flat,unreviewed,1,1,FR_VERMILION_CITY,26,5
general__rom_082d4b24,2A7,flat,modeled_building,1,1,FR_VERMILION_CITY,9,5
general__rom_082d4b24,2A7,flat,unreviewed,2,1,FR_VERMILION_CITY,19,16
general__rom_082d4b24,2A8,flat,modeled_building,2,1,FR_VERMILION_CITY,8,4
general__rom_082d4b24,2A8,flat,unreviewed,3,1,FR_VERMILION_CITY,18,15
general__rom_082d4b24,2A9,flat,modeled_building,5,1,FR_VERMILION_CITY,10,4
general__rom_082d4b24,2A9,flat,unreviewed,7,1,FR_VERMILION_CITY,19,15
general__rom_082d4b24,2AA,flat,modeled_building,2,1,FR_VERMILION_CITY,21,4
general__rom_082d4b24,2AA,flat,unreviewed,3,1,FR_VERMILION_CITY,21,15
general__rom_082d4b24,2AB,flat,modeled_building,1,1,FR_VERMILION_CITY,20,6
general__rom_082d4b24,2AB,flat,unreviewed,1,1,FR_VERMILION_CITY,28,6
general__rom_082d4b24,2AC,flat,modeled_building,1,1,FR_VERMILION_CITY,21,6
general__rom_082d4b24,2AC,flat,unreviewed,1,1,FR_VERMILION_CITY,29,6
general__rom_082d4b24,2AD,flat,unreviewed,1,1,FR_VERMILION_CITY,25,6
general__rom_082d4b24,2AE,flat,unreviewed,1,1,FR_VERMILION_CITY,26,6
general__rom_082d4b24,2AF,flat,unreviewed,1,1,FR_VERMILION_CITY,26,34
general__rom_082d4b24,2B0,flat,modeled_building,2,1,FR_VERMILION_CITY,8,5
general__rom_082d4b24,2B0,flat,unreviewed,2,1,FR_VERMILION_CITY,18,16
general__rom_082d4b24,2B1,flat,modeled_building,2,1,FR_VERMILION_CITY,10,5
general__rom_082d4b24,2B1,flat,unreviewed,1,1,FR_VERMILION_CITY,27,5
general__rom_082d4b24,044,wall,unmatched_building,3,2,FR_ROUTE_11,59,7
general__rom_082d4b24,2B6,flat,modeled_building,1,1,FR_VERMILION_CITY,8,3
general__rom_082d4b24,2B7,flat,modeled_building,1,1,FR_VERMILION_CITY,9,3
general__rom_082d4b24,2B8,flat,modeled_building,2,1,FR_VERMILION_CITY,8,6
general__rom_082d4b24,2B8,flat,unreviewed,2,1,FR_VERMILION_CITY,18,17
general__rom_082d4b24,2B9,flat,modeled_building,1,1,FR_VERMILION_CITY,19,6
general__rom_082d4b24,2B9,flat,unreviewed,1,1,FR_VERMILION_CITY,27,6
general__rom_082d4b24,2BB,flat,unreviewed,1,1,FR_VERMILION_CITY,27,21
general__rom_082d4b24,045,wall,unmatched_building,10,2,FR_ROUTE_11,61,7
general__rom_082d4b24,2BC,flat,unreviewed,2,1,FR_VERMILION_CITY,28,21
general__rom_082d4b24,2BD,flat,unreviewed,1,1,FR_VERMILION_CITY,30,21
general__rom_082d4b24,2BE,flat,modeled_building,1,1,FR_VERMILION_CITY,20,3
general__rom_082d4b24,2BE,flat,unreviewed,1,1,FR_VERMILION_CITY,19,14
general__rom_082d4b24,2BF,flat,modeled_building,1,1,FR_VERMILION_CITY,21,3
general__rom_082d4b24,2C0,flat,unreviewed,1,1,FR_VERMILION_CITY,20,14
general__rom_082d4b24,2C1,flat,unreviewed,1,1,FR_VERMILION_CITY,21,14
general__rom_082d4b24,2C2,flat,unreviewed,1,1,FR_VERMILION_CITY,25,3
general__rom_082d4b24,2C3,flat,unreviewed,2,1,FR_VERMILION_CITY,26,3
general__rom_082d4b24,2C4,flat,unreviewed,1,1,FR_VERMILION_CITY,27,3
general__rom_082d4b24,2C5,flat,unreviewed,1,1,FR_VERMILION_CITY,29,3
general__rom_082d4b24,046,wall,unmatched_building,3,2,FR_ROUTE_11,64,7
general__rom_082d4b24,2C8,flat,modeled_building,1,1,FR_VERMILION_CITY,11,14
general__rom_082d4b24,2C9,flat,modeled_building,3,1,FR_VERMILION_CITY,12,14
general__rom_082d4b24,2CA,flat,modeled_building,1,1,FR_VERMILION_CITY,15,14
general__rom_082d4b24,2CB,flat,modeled_building,1,1,FR_VERMILION_CITY,15,16
general__rom_082d4b24,2CC,flat,unreviewed,1,1,FR_VERMILION_CITY,35,21
general__rom_082d4b24,2CD,flat,unreviewed,1,1,FR_VERMILION_CITY,36,21
general__rom_082d4b24,2CE,flat,unreviewed,1,1,FR_VERMILION_CITY,37,21
general__rom_082d4b24,2CF,flat,unreviewed,1,1,FR_VERMILION_CITY,25,33
general__rom_082d4b24,2D0,flat,modeled_building,1,1,FR_VERMILION_CITY,11,15
general__rom_082d4b24,2D1,flat,modeled_building,3,1,FR_VERMILION_CITY,12,15
general__rom_082d4b24,2D2,flat,modeled_building,1,1,FR_VERMILION_CITY,15,15
general__rom_082d4b24,2D3,flat,modeled_building,1,1,FR_VERMILION_CITY,15,17
general__rom_082d4b24,2D4,flat,native_fallback,1,1,FR_SSANNE_EXTERIOR,31,4
general__rom_082d4b24,2D4,flat,unreviewed,2,1,FR_VERMILION_CITY,22,35
general__rom_082d4b24,2D5,flat,native_fallback,1,1,FR_SSANNE_EXTERIOR,32,4
general__rom_082d4b24,2D5,flat,unreviewed,2,1,FR_VERMILION_CITY,23,35
general__rom_082d4b24,2D6,flat,native_fallback,1,1,FR_SSANNE_EXTERIOR,33,4
general__rom_082d4b24,2D6,flat,unreviewed,2,1,FR_VERMILION_CITY,24,35
general__rom_082d4b24,2D7,flat,unreviewed,1,1,FR_VERMILION_CITY,25,34
general__rom_082d4b24,2D8,flat,modeled_building,1,1,FR_VERMILION_CITY,11,16
general__rom_082d4b24,2D9,flat,modeled_building,1,1,FR_VERMILION_CITY,12,16
general__rom_082d4b24,048,roof,modeled_building,1,1,FR_VERMILION_CITY,13,3
general__rom_082d4b24,2DA,flat,modeled_building,1,1,FR_VERMILION_CITY,13,16
general__rom_082d4b24,2DB,flat,modeled_building,1,1,FR_VERMILION_CITY,14,16
general__rom_082d4b24,2DC,flat,unreviewed,2,1,FR_VERMILION_CITY,22,36
general__rom_082d4b24,2DD,flat,unreviewed,2,1,FR_VERMILION_CITY,23,36
general__rom_082d4b24,2DE,flat,unreviewed,2,1,FR_VERMILION_CITY,24,36
general__rom_082d4b24,2DF,flat,unreviewed,1,1,FR_VERMILION_CITY,21,33
general__rom_082d4b24,2E0,flat,modeled_building,1,1,FR_VERMILION_CITY,11,17
general__rom_082d4b24,2E1,flat,native_fallback,1,1,FR_SSANNE_EXTERIOR,32,14
general__rom_082d4b24,2E2,flat,modeled_building,1,1,FR_VERMILION_CITY,13,17
general__rom_082d4b24,2E3,flat,modeled_building,1,1,FR_VERMILION_CITY,14,17
general__rom_082d4b24,049,roof,modeled_building,1,1,FR_VERMILION_CITY,14,3
general__rom_082d4b24,2E6,flat,unreviewed,2,1,FR_VERMILION_CITY,20,35
general__rom_082d4b24,2E7,flat,unreviewed,1,1,FR_VERMILION_CITY,21,34
general__rom_082d4b24,2EB,flat,unreviewed,1,1,FR_VERMILION_CITY,22,34
general__rom_082d4b24,2EC,flat,unreviewed,1,1,FR_VERMILION_CITY,23,34
general__rom_082d4b24,2ED,flat,unreviewed,1,1,FR_VERMILION_CITY,24,34
general__rom_082d4b24,04A,roof,modeled_building,1,1,FR_VERMILION_CITY,15,3
general__rom_082d4b24,2EE,flat,unreviewed,1,1,FR_VERMILION_CITY,21,35
general__rom_082d4b24,2EF,flat,unreviewed,1,1,FR_VERMILION_CITY,25,35
general__rom_082d4b24,2F0,flat,unreviewed,2,1,FR_VERMILION_CITY,10,7
general__rom_082d4b24,2F4,flat,modeled_building,1,1,FR_VERMILION_CITY,12,6
general__rom_082d4b24,2F5,flat,unreviewed,2,1,FR_VERMILION_CITY,12,7
general__rom_082d4b24,04B,roof,modeled_building,1,1,FR_VERMILION_CITY,16,3
general__rom_082d4b24,2F8,flat,modeled_building,1,1,FR_VERMILION_CITY,10,6
general__rom_082d4b24,2F9,flat,modeled_building,1,1,FR_VERMILION_CITY,11,6
general__rom_082d4b24,2FA,flat,unreviewed,2,1,FR_VERMILION_CITY,11,7
general__rom_082d4b24,2FB,flat,unreviewed,2,1,FR_VERMILION_CITY,20,17
general__rom_082d4b24,2FC,flat,unreviewed,2,1,FR_VERMILION_CITY,21,17
general__rom_082d4b24,2FD,flat,unreviewed,2,1,FR_VERMILION_CITY,20,18
general__rom_082d4b24,2FE,flat,unreviewed,2,1,FR_VERMILION_CITY,30,25
general__rom_082d4b24,2FF,flat,native_fallback,1,1,FR_SSANNE_EXTERIOR,32,5
general__rom_082d4b24,04C,flat,unreviewed,3,2,FR_ROUTE_11,59,8
general__rom_082d4b24,302,flat,native_fallback,10,1,FR_SSANNE_EXTERIOR,31,10
general__rom_082d4b24,302,flat,unreviewed,3,1,FR_VERMILION_CITY,22,39
general__rom_082d4b24,303,flat,native_fallback,33,1,FR_SSANNE_EXTERIOR,33,0
general__rom_082d4b24,303,flat,unreviewed,3,1,FR_VERMILION_CITY,24,39
